site,tag,detected,reader,antenna
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:28:22,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:36,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:36,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:36,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:36,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:36,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:36,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:36,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:35,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:34,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
0LL,3DD.003DE66221,2022-04-30 23:21:33,01,01
