"","tag_code","node","slot","event_type_name","n_dets","min_det","max_det","duration","travel_time"
"140","3DD.003D7FF535",16,4,"Observation",1,"2022-03-20 20:56:21","2022-03-20 20:56:21",0,7.33333333333333
"141","3DD.003D7FF59D",2,1,"Observation",1,"2022-04-20 21:09:41","2022-04-20 21:09:41",0,NA
"142","3DD.003D7FF59D",1,2,"Observation",1,"2022-04-20 21:12:06","2022-04-20 21:12:06",0,2.41666666666667
"143","3DD.003D7FF5ED",2,1,"Observation",1,"2022-03-17 19:46:33","2022-03-17 19:46:33",0,NA
"144","3DD.003D7FF5ED",1,2,"Observation",1,"2022-03-17 19:49:54","2022-03-17 19:49:54",0,3.35
"145","3DD.003D7FF608",5,1,"Observation",4,"2022-01-09 05:27:17","2022-01-09 05:33:20",6.05,NA
"146","3DD.003D7FF653",18,1,"Observation",36,"2022-01-18 15:45:53","2022-01-18 16:20:53",35,NA
"147","3DD.003D7FF653",17,2,"Observation",1,"2022-01-19 01:16:07","2022-01-19 01:16:07",0,535.233333333333
"148","3DD.003D7FF653",16,3,"Observation",1,"2022-01-19 01:25:39","2022-01-19 01:25:39",0,9.53333333333333
"149","3DD.003D7FF688",2,1,"Observation",1,"2022-03-14 05:52:16","2022-03-14 05:52:16",0,NA
"150","3DD.003D7FF688",1,2,"Observation",1,"2022-03-14 05:54:53","2022-03-14 05:54:53",0,2.61666666666667
"151","3DD.003D7FF68C",2,1,"Observation",1,"2022-04-02 00:25:31","2022-04-02 00:25:31",0,NA
"152","3DD.003D7FF68C",1,2,"Observation",1,"2022-04-02 00:27:26","2022-04-02 00:27:26",0,1.91666666666667
"153","3DD.003D7FF6C8",7,1,"Observation",15,"2022-01-26 01:50:34","2022-03-22 01:55:33",79144.9833333333,NA
"154","3DD.003DA2104A",7,1,"Observation",9,"2022-03-27 17:40:03","2022-03-28 04:03:47",623.733333333333,NA
"155","3DD.003DA21077",1,1,"Observation",4,"2022-02-13 23:55:03","2022-02-14 21:01:47",1266.73333333333,NA
"156","3DD.003DA2109B",1,1,"Observation",1,"2022-01-13 23:44:56","2022-01-13 23:44:56",0,NA
"157","3DD.003DA2109B",2,2,"Observation",1,"2022-01-13 23:45:38","2022-01-13 23:45:38",0,0.7
"158","3DD.003DA211E9",2,1,"Observation",1,"2022-01-02 17:56:41","2022-01-02 17:56:41",0,NA
"159","3DD.003DA211E9",1,2,"Observation",1,"2022-01-02 17:58:27","2022-01-02 17:58:27",0,1.76666666666667
"160","3DD.003DA415F7",9,1,"Observation",512,"2022-04-24 22:25:17","2022-04-30 04:04:51",7539.56666666667,NA
"161","3DD.003DE65D8F",16,1,"Observation",3,"2022-04-01 18:52:39","2022-04-01 19:11:07",18.4666666666667,NA
"162","3DD.003DE65D96",1,1,"Observation",1,"2022-04-01 14:12:39","2022-04-01 14:12:39",0,NA
"163","3DD.003DE65D96",2,2,"Observation",1,"2022-04-01 19:16:11","2022-04-01 19:16:11",0,303.533333333333
"164","3DD.003DE65D97",1,1,"Observation",1,"2022-04-03 19:52:21","2022-04-03 19:52:21",0,NA
"165","3DD.003DE65D97",2,2,"Observation",1,"2022-04-03 19:52:41","2022-04-03 19:52:41",0,0.333333333333333
"166","3DD.003DE65D99",1,1,"Observation",1,"2022-04-02 19:54:27","2022-04-02 19:54:27",0,NA
"167","3DD.003DE65D99",2,2,"Observation",1,"2022-04-02 19:54:50","2022-04-02 19:54:50",0,0.383333333333333
"168","3DD.003DE65D9C",1,1,"Observation",1,"2022-04-04 19:15:04","2022-04-04 19:15:04",0,NA
"169","3DD.003DE65D9C",2,2,"Observation",249,"2022-04-04 19:15:33","2022-04-29 00:51:20",34895.7833333333,0.483333333333333
"170","3DD.003DE65D9C",1,3,"Observation",380,"2022-04-29 00:56:20","2022-04-29 00:56:32",0.2,5
"171","3DD.003DE65D9E",1,1,"Observation",1,"2022-04-03 19:37:32","2022-04-03 19:37:32",0,NA
"172","3DD.003DE65D9E",2,2,"Observation",1,"2022-04-03 19:37:55","2022-04-03 19:37:55",0,0.383333333333333
"173","3DD.003DE65DA0",1,1,"Observation",1,"2022-04-03 19:49:31","2022-04-03 19:49:31",0,NA
"174","3DD.003DE65DA0",2,2,"Observation",1,"2022-04-03 19:49:52","2022-04-03 19:49:52",0,0.35
"175","3DD.003DE65DA7",1,1,"Observation",1,"2022-04-02 19:59:57","2022-04-02 19:59:57",0,NA
"176","3DD.003DE65DA7",2,2,"Observation",2,"2022-04-02 20:00:16","2022-04-05 02:28:10",3267.9,0.316666666666667
"177","3DD.003DE65DA7",1,3,"Observation",1,"2022-04-05 02:31:20","2022-04-05 02:31:20",0,3.16666666666667
"178","3DD.003DE65DA7",2,4,"Observation",1,"2022-04-07 23:58:14","2022-04-07 23:58:14",0,4166.9
"179","3DD.003DE65DB1",1,1,"Observation",1,"2022-03-30 20:30:47","2022-03-30 20:30:47",0,NA
"180","3DD.003DE65DB1",2,2,"Observation",1,"2022-03-30 20:31:10","2022-03-30 20:31:10",0,0.383333333333333
"181","3DD.003DE65DB5",1,1,"Observation",1,"2022-03-31 19:02:07","2022-03-31 19:02:07",0,NA
"182","3DD.003DE65DB5",2,2,"Observation",1,"2022-03-31 19:02:25","2022-03-31 19:02:25",0,0.3
"183","3DD.003DE65DB9",1,1,"Observation",1,"2022-04-02 19:55:59","2022-04-02 19:55:59",0,NA
"184","3DD.003DE65DB9",2,2,"Observation",1,"2022-04-02 19:56:21","2022-04-02 19:56:21",0,0.366666666666667
"185","3DD.003DE65DBA",1,1,"Observation",1,"2022-04-03 19:34:56","2022-04-03 19:34:56",0,NA
"186","3DD.003DE65DBA",2,2,"Observation",1,"2022-04-03 19:35:16","2022-04-03 19:35:16",0,0.333333333333333
"187","3DD.003DE65DBB",1,1,"Observation",1,"2022-03-31 19:56:45","2022-03-31 19:56:45",0,NA
"188","3DD.003DE65DBB",2,2,"Observation",1,"2022-03-31 19:57:07","2022-03-31 19:57:07",0,0.366666666666667
"189","3DD.003DE65DBF",1,1,"Observation",1,"2022-04-02 19:16:50","2022-04-02 19:16:50",0,NA
"190","3DD.003DE65DBF",2,2,"Observation",1,"2022-04-02 19:17:11","2022-04-02 19:17:11",0,0.35
"191","3DD.003DE65DC0",1,1,"Observation",1,"2022-04-01 19:07:25","2022-04-01 19:07:25",0,NA
"192","3DD.003DE65DC0",2,2,"Observation",1,"2022-04-01 19:07:45","2022-04-01 19:07:45",0,0.333333333333333
"193","3DD.003DE65DC2",1,1,"Observation",1,"2022-03-31 13:29:29","2022-03-31 13:29:29",0,NA
"194","3DD.003DE65DC2",2,2,"Observation",2,"2022-03-31 13:45:03","2022-03-31 13:49:08",4.08333333333333,15.5666666666667
"195","3DD.003DE65DD3",1,1,"Observation",1,"2022-04-03 19:12:39","2022-04-03 19:12:39",0,NA
"196","3DD.003DE65DD3",2,2,"Observation",1,"2022-04-03 19:12:58","2022-04-03 19:12:58",0,0.316666666666667
"197","3DD.003DE65DD5",16,1,"Observation",1,"2022-04-02 13:52:35","2022-04-02 13:52:35",0,NA
"198","3DD.003DE65DD5",17,2,"Observation",1,"2022-04-02 13:54:13","2022-04-02 13:54:13",0,1.63333333333333
"199","3DD.003DE65DD5",18,3,"Observation",1,"2022-04-02 19:11:12","2022-04-02 19:11:12",0,316.983333333333
"200","3DD.003DE65DD5",1,4,"Observation",1,"2022-04-02 19:53:28","2022-04-02 19:53:28",0,42.2666666666667
"201","3DD.003DE65DD5",2,5,"Observation",1,"2022-04-02 19:53:52","2022-04-02 19:53:52",0,0.4
"202","3DD.003DE65DDC",1,1,"Observation",1,"2022-04-03 19:38:23","2022-04-03 19:38:23",0,NA
"203","3DD.003DE65DDC",2,2,"Observation",1,"2022-04-03 19:38:41","2022-04-03 19:38:41",0,0.3
"204","3DD.003DE65DE0",1,1,"Observation",1,"2022-04-03 18:41:26","2022-04-03 18:41:26",0,NA
"205","3DD.003DE65DE0",2,2,"Observation",1,"2022-04-03 18:41:41","2022-04-03 18:41:41",0,0.25
"206","3DD.003DE65DE3",1,1,"Observation",1,"2022-04-06 20:12:57","2022-04-06 20:12:57",0,NA
"207","3DD.003DE65DE3",2,2,"Observation",1,"2022-04-06 20:13:18","2022-04-06 20:13:18",0,0.35
"208","3DD.003DE65DE5",1,1,"Observation",1,"2022-04-03 20:43:18","2022-04-03 20:43:18",0,NA
"209","3DD.003DE65DE5",2,2,"Observation",1,"2022-04-03 20:43:44","2022-04-03 20:43:44",0,0.433333333333333
"210","3DD.003DE65DE6",1,1,"Observation",1,"2022-04-02 04:02:50","2022-04-02 04:02:50",0,NA
"211","3DD.003DE65DE6",2,2,"Observation",4,"2022-04-02 04:03:13","2022-04-02 04:12:19",9.1,0.383333333333333
"212","3DD.003DE65DE8",1,1,"Observation",1,"2022-04-03 19:33:07","2022-04-03 19:33:07",0,NA
"213","3DD.003DE65DE8",2,2,"Observation",3,"2022-04-03 19:33:27","2022-04-03 19:39:04",5.61666666666667,0.333333333333333
"214","3DD.003DE65DEA",1,1,"Observation",1,"2022-04-04 19:54:17","2022-04-04 19:54:17",0,NA
"215","3DD.003DE65DEA",2,2,"Observation",1,"2022-04-04 19:54:37","2022-04-04 19:54:37",0,0.333333333333333
"216","3DD.003DE65DEA",1,3,"Observation",1,"2022-04-07 19:11:18","2022-04-07 19:11:18",0,4276.68333333333
"217","3DD.003DE65DEC",1,1,"Observation",1,"2022-04-03 19:32:31","2022-04-03 19:32:31",0,NA
"218","3DD.003DE65DEC",2,2,"Observation",1,"2022-04-03 19:33:03","2022-04-03 19:33:03",0,0.533333333333333
"219","3DD.003DE65DEF",1,1,"Observation",1,"2022-04-05 19:30:08","2022-04-05 19:30:08",0,NA
"220","3DD.003DE65DEF",2,2,"Observation",1,"2022-04-05 19:30:24","2022-04-05 19:30:24",0,0.266666666666667
"221","3DD.003DE65DF0",1,1,"Observation",1,"2022-04-02 18:55:40","2022-04-02 18:55:40",0,NA
"222","3DD.003DE65DF0",2,2,"Observation",1,"2022-04-02 18:55:56","2022-04-02 18:55:56",0,0.266666666666667
"223","3DD.003DE65F86",1,1,"Observation",1,"2022-04-04 19:48:46","2022-04-04 19:48:46",0,NA
"224","3DD.003DE65F86",2,2,"Observation",1,"2022-04-04 19:49:06","2022-04-04 19:49:06",0,0.333333333333333
"225","3DD.003DE65F87",1,1,"Observation",2,"2022-04-05 18:44:25","2022-04-05 18:46:52",2.45,NA
"226","3DD.003DE65F87",2,2,"Observation",1,"2022-04-05 18:54:00","2022-04-05 18:54:00",0,7.13333333333333
"227","3DD.003DE65F8D",1,1,"Observation",1,"2022-04-03 18:42:01","2022-04-03 18:42:01",0,NA
"228","3DD.003DE65F8D",2,2,"Observation",1,"2022-04-03 18:42:19","2022-04-03 18:42:19",0,0.3
"229","3DD.003DE65F8E",1,1,"Observation",1,"2022-04-05 19:55:25","2022-04-05 19:55:25",0,NA
"230","3DD.003DE65F8E",2,2,"Observation",1,"2022-04-05 19:55:43","2022-04-05 19:55:43",0,0.3
"231","3DD.003DE65F90",1,1,"Observation",1,"2022-04-05 20:09:43","2022-04-05 20:09:43",0,NA
"232","3DD.003DE65F90",2,2,"Observation",1,"2022-04-05 20:10:08","2022-04-05 20:10:08",0,0.416666666666667
"233","3DD.003DE65F92",1,1,"Observation",1,"2022-04-04 18:35:45","2022-04-04 18:35:45",0,NA
"234","3DD.003DE65F92",2,2,"Observation",8,"2022-04-04 18:36:02","2022-04-04 18:46:02",10,0.283333333333333
"235","3DD.003DE65F93",1,1,"Observation",1,"2022-04-03 19:16:46","2022-04-03 19:16:46",0,NA
"236","3DD.003DE65F93",2,2,"Observation",1,"2022-04-03 19:17:10","2022-04-03 19:17:10",0,0.4
"237","3DD.003DE65F96",1,1,"Observation",1,"2022-04-03 19:53:34","2022-04-03 19:53:34",0,NA
"238","3DD.003DE65F96",2,2,"Observation",1,"2022-04-03 19:53:57","2022-04-03 19:53:57",0,0.383333333333333
"239","3DD.003DE65F9B",1,1,"Observation",1,"2022-04-05 19:35:26","2022-04-05 19:35:26",0,NA
"240","3DD.003DE65F9B",2,2,"Observation",1,"2022-04-06 03:27:13","2022-04-06 03:27:13",0,471.783333333333
"241","3DD.003DE65F9B",1,3,"Observation",1,"2022-04-06 03:28:23","2022-04-06 03:28:23",0,1.16666666666667
"242","3DD.003DE65F9C",18,1,"Observation",1,"2022-04-04 20:51:59","2022-04-04 20:51:59",0,NA
"243","3DD.003DE65F9E",1,1,"Observation",1,"2022-04-05 19:33:26","2022-04-05 19:33:26",0,NA
"244","3DD.003DE65F9E",2,2,"Observation",1,"2022-04-05 19:33:51","2022-04-05 19:33:51",0,0.416666666666667
"245","3DD.003DE65FA0",1,1,"Observation",1,"2022-04-03 21:00:43","2022-04-03 21:00:43",0,NA
"246","3DD.003DE65FA0",2,2,"Observation",1,"2022-04-03 21:01:05","2022-04-03 21:01:05",0,0.366666666666667
"247","3DD.003DE65FA9",1,1,"Observation",1,"2022-04-05 19:02:03","2022-04-05 19:02:03",0,NA
"248","3DD.003DE65FA9",2,2,"Observation",1,"2022-04-05 19:02:20","2022-04-05 19:02:20",0,0.283333333333333
"249","3DD.003DE65FAB",1,1,"Observation",1,"2022-04-04 11:29:01","2022-04-04 11:29:01",0,NA
"250","3DD.003DE65FAB",2,2,"Observation",1,"2022-04-04 11:29:38","2022-04-04 11:29:38",0,0.616666666666667
"251","3DD.003DE65FAD",1,1,"Observation",1,"2022-04-04 19:45:45","2022-04-04 19:45:45",0,NA
"252","3DD.003DE65FAD",2,2,"Observation",2,"2022-04-04 19:46:02","2022-04-04 22:20:58",154.933333333333,0.283333333333333
"253","3DD.003DE65FAD",1,3,"Observation",1,"2022-04-04 22:28:27","2022-04-04 22:28:27",0,7.48333333333333
"254","3DD.003DE65FAE",1,1,"Observation",1,"2022-04-05 19:25:02","2022-04-05 19:25:02",0,NA
"255","3DD.003DE65FAE",2,2,"Observation",1,"2022-04-05 19:25:23","2022-04-05 19:25:23",0,0.35
"256","3DD.003DE65FAF",1,1,"Observation",1,"2022-04-04 18:42:54","2022-04-04 18:42:54",0,NA
"257","3DD.003DE65FAF",2,2,"Observation",1,"2022-04-04 18:43:14","2022-04-04 18:43:14",0,0.333333333333333
"258","3DD.003DE65FB3",1,1,"Observation",1,"2022-04-05 19:05:20","2022-04-05 19:05:20",0,NA
"259","3DD.003DE65FB3",2,2,"Observation",1,"2022-04-05 19:05:36","2022-04-05 19:05:36",0,0.266666666666667
"260","3DD.003DE65FB4",1,1,"Observation",1,"2022-04-05 19:56:13","2022-04-05 19:56:13",0,NA
"261","3DD.003DE65FB4",2,2,"Observation",1,"2022-04-05 19:56:36","2022-04-05 19:56:36",0,0.383333333333333
"262","3DD.003DE65FB5",1,1,"Observation",1,"2022-04-03 19:21:07","2022-04-03 19:21:07",0,NA
"263","3DD.003DE65FB5",2,2,"Observation",1,"2022-04-03 19:21:27","2022-04-03 19:21:27",0,0.333333333333333
"264","3DD.003DE65FB6",1,1,"Observation",1,"2022-04-04 19:23:16","2022-04-04 19:23:16",0,NA
"265","3DD.003DE65FB6",2,2,"Observation",1,"2022-04-04 19:23:46","2022-04-04 19:23:46",0,0.5
"266","3DD.003DE65FBD",1,1,"Observation",1,"2022-04-05 19:52:45","2022-04-05 19:52:45",0,NA
"267","3DD.003DE65FBD",2,2,"Observation",4,"2022-04-05 19:53:09","2022-04-05 21:34:55",101.766666666667,0.4
"268","3DD.003DE65FBD",1,3,"Observation",1,"2022-04-05 21:43:24","2022-04-05 21:43:24",0,8.48333333333333
"269","3DD.003DE65FBF",1,1,"Observation",1,"2022-04-05 19:23:54","2022-04-05 19:23:54",0,NA
"270","3DD.003DE65FBF",2,2,"Observation",1,"2022-04-05 19:24:19","2022-04-05 19:24:19",0,0.416666666666667
"271","3DD.003DE65FC3",1,1,"Observation",1,"2022-04-06 19:15:47","2022-04-06 19:15:47",0,NA
"272","3DD.003DE65FC3",2,2,"Observation",1,"2022-04-06 19:16:08","2022-04-06 19:16:08",0,0.35
"273","3DD.003DE65FC6",1,1,"Observation",1,"2022-04-03 19:24:21","2022-04-03 19:24:21",0,NA
"274","3DD.003DE65FC6",2,2,"Observation",1,"2022-04-03 19:24:41","2022-04-03 19:24:41",0,0.333333333333333
"275","3DD.003DE65FCA",1,1,"Observation",1,"2022-04-05 19:27:31","2022-04-05 19:27:31",0,NA
"276","3DD.003DE65FCA",2,2,"Observation",4,"2022-04-05 19:27:59","2022-04-05 19:37:15",9.26666666666667,0.466666666666667
"277","3DD.003DE65FCE",16,1,"Observation",2,"2022-04-05 12:25:31","2022-04-05 12:36:00",10.4833333333333,NA
"278","3DD.003DE65FCE",17,2,"Observation",1,"2022-04-05 12:49:21","2022-04-05 12:49:21",0,13.35
"279","3DD.003DE65FCE",18,3,"Observation",1,"2022-04-05 19:21:13","2022-04-05 19:21:13",0,391.866666666667
"280","3DD.003DE65FCE",1,4,"Observation",1,"2022-04-05 20:07:04","2022-04-05 20:07:04",0,45.85
"281","3DD.003DE65FCE",2,5,"Observation",1,"2022-04-05 20:07:25","2022-04-05 20:07:25",0,0.35
"282","3DD.003DE65FD0",1,1,"Observation",1,"2022-04-05 19:47:20","2022-04-05 19:47:20",0,NA
"283","3DD.003DE65FD0",2,2,"Observation",1,"2022-04-05 19:47:46","2022-04-05 19:47:46",0,0.433333333333333
"284","3DD.003DE65FD1",1,1,"Observation",1,"2022-04-03 19:43:05","2022-04-03 19:43:05",0,NA
"285","3DD.003DE65FD1",2,2,"Observation",3,"2022-04-03 19:43:30","2022-04-03 19:46:55",3.41666666666667,0.416666666666667
"286","3DD.003DE65FD5",1,1,"Observation",1,"2022-04-04 19:58:48","2022-04-04 19:58:48",0,NA
"287","3DD.003DE65FD5",2,2,"Observation",1,"2022-04-04 19:59:08","2022-04-04 19:59:08",0,0.333333333333333
"288","3DD.003DE65FE2",1,1,"Observation",1,"2022-04-06 19:51:56","2022-04-06 19:51:56",0,NA
"289","3DD.003DE65FE2",2,2,"Observation",1,"2022-04-06 19:52:17","2022-04-06 19:52:17",0,0.35
"290","3DD.003DE65FE5",1,1,"Observation",1,"2022-04-04 19:22:22","2022-04-04 19:22:22",0,NA
"291","3DD.003DE65FE5",2,2,"Observation",2,"2022-04-04 19:22:42","2022-04-04 21:22:58",120.266666666667,0.333333333333333
"292","3DD.003DE65FE5",1,3,"Observation",1,"2022-04-05 19:01:22","2022-04-05 19:01:22",0,1298.4
"293","3DD.003DE65FE5",2,4,"Observation",1,"2022-04-05 19:01:52","2022-04-05 19:01:52",0,0.5
"294","3DD.003DE65FE5",1,5,"Observation",1,"2022-04-07 19:12:00","2022-04-07 19:12:00",0,2890.13333333333
"295","3DD.003DE65FE5",2,6,"Observation",1,"2022-04-07 23:58:17","2022-04-07 23:58:17",0,286.283333333333
"296","3DD.003DE65FE6",1,1,"Observation",1,"2022-04-23 20:30:02","2022-04-23 20:30:02",0,NA
"297","3DD.003DE65FE6",2,2,"Observation",1,"2022-04-23 20:30:33","2022-04-23 20:30:33",0,0.516666666666667
"298","3DD.003DE65FEA",1,1,"Observation",6,"2022-04-18 20:20:08","2022-04-18 20:25:09",5.01666666666667,NA
"299","3DD.003DE65FEA",2,2,"Observation",1,"2022-04-18 20:26:20","2022-04-18 20:26:20",0,1.18333333333333
"300","3DD.003DE65FED",1,1,"Observation",1,"2022-04-18 23:07:42","2022-04-18 23:07:42",0,NA
"301","3DD.003DE65FED",2,2,"Observation",4,"2022-04-18 23:08:03","2022-04-20 21:36:36",2788.55,0.35
"302","3DD.003DE65FEE",16,1,"Observation",1,"2022-04-11 18:29:30","2022-04-11 18:29:30",0,NA
"303","3DD.003DE65FEE",17,2,"Observation",5,"2022-04-11 18:31:04","2022-04-11 18:35:03",3.98333333333333,1.56666666666667
"304","3DD.003DE65FEE",18,3,"Observation",1,"2022-04-11 19:06:06","2022-04-11 19:06:06",0,31.05
"305","3DD.003DE65FF8",1,1,"Observation",1,"2022-04-11 19:55:09","2022-04-11 19:55:09",0,NA
"306","3DD.003DE65FF8",2,2,"Observation",1,"2022-04-11 19:55:25","2022-04-11 19:55:25",0,0.266666666666667
"307","3DD.003DE65FFA",1,1,"Observation",1,"2022-04-17 19:17:32","2022-04-17 19:17:32",0,NA
"308","3DD.003DE65FFA",2,2,"Observation",1,"2022-04-17 19:17:48","2022-04-17 19:17:48",0,0.266666666666667
"309","3DD.003DE66007",1,1,"Observation",1,"2022-04-19 20:19:48","2022-04-19 20:19:48",0,NA
"310","3DD.003DE66007",2,2,"Observation",2,"2022-04-19 20:20:05","2022-04-20 22:23:16",1563.18333333333,0.283333333333333
"311","3DD.003DE66007",1,3,"Observation",1,"2022-04-20 22:28:13","2022-04-20 22:28:13",0,4.95
"312","3DD.003DE6600B",1,1,"Observation",1,"2022-04-16 20:12:55","2022-04-16 20:12:55",0,NA
"313","3DD.003DE6600B",2,2,"Observation",1,"2022-04-16 20:13:10","2022-04-16 20:13:10",0,0.25
"314","3DD.003DE6600D",1,1,"Observation",1,"2022-04-15 19:51:17","2022-04-15 19:51:17",0,NA
"315","3DD.003DE6600D",2,2,"Observation",1,"2022-04-15 19:51:33","2022-04-15 19:51:33",0,0.266666666666667
"316","3DD.003DE6600E",1,1,"Observation",1,"2022-04-16 22:28:19","2022-04-16 22:28:19",0,NA
"317","3DD.003DE6600E",2,2,"Observation",1,"2022-04-16 22:28:33","2022-04-16 22:28:33",0,0.233333333333333
"318","3DD.003DE66012",1,1,"Observation",1,"2022-04-19 20:12:47","2022-04-19 20:12:47",0,NA
"319","3DD.003DE66012",2,2,"Observation",1,"2022-04-19 20:13:09","2022-04-19 20:13:09",0,0.366666666666667
"320","3DD.003DE66013",1,1,"Observation",1,"2022-04-18 19:49:29","2022-04-18 19:49:29",0,NA
"321","3DD.003DE66013",2,2,"Observation",1,"2022-04-18 19:49:52","2022-04-18 19:49:52",0,0.383333333333333
"322","3DD.003DE66014",1,1,"Observation",1,"2022-04-16 19:37:45","2022-04-16 19:37:45",0,NA
"323","3DD.003DE66014",2,2,"Observation",3,"2022-04-16 19:38:03","2022-04-16 22:44:17",186.233333333333,0.3
"324","3DD.003DE66015",1,1,"Observation",1,"2022-04-19 19:57:58","2022-04-19 19:57:58",0,NA
"325","3DD.003DE66015",2,2,"Observation",1,"2022-04-19 19:58:16","2022-04-19 19:58:16",0,0.3
"326","3DD.003DE66016",18,1,"Observation",1,"2022-04-15 19:38:56","2022-04-15 19:38:56",0,NA
"327","3DD.003DE66016",1,2,"Observation",3,"2022-04-15 20:33:54","2022-04-15 20:42:11",8.28333333333333,54.9666666666667
"328","3DD.003DE66016",2,3,"Observation",1,"2022-04-15 20:42:31","2022-04-15 20:42:31",0,0.333333333333333
"329","3DD.003DE66018",1,1,"Observation",1,"2022-04-19 20:32:15","2022-04-19 20:32:15",0,NA
"330","3DD.003DE66018",2,2,"Observation",1,"2022-04-19 20:32:47","2022-04-19 20:32:47",0,0.533333333333333
"331","3DD.003DE6601E",1,1,"Observation",1,"2022-04-19 19:52:39","2022-04-19 19:52:39",0,NA
"332","3DD.003DE6601E",2,2,"Observation",1,"2022-04-19 19:53:06","2022-04-19 19:53:06",0,0.45
"333","3DD.003DE66022",1,1,"Observation",1,"2022-04-15 20:38:17","2022-04-15 20:38:17",0,NA
"334","3DD.003DE66022",2,2,"Observation",2,"2022-04-15 20:38:35","2022-04-25 02:34:57",13316.3666666667,0.3
"335","3DD.003DE66022",1,3,"Observation",1,"2022-04-25 02:40:25","2022-04-25 02:40:25",0,5.46666666666667
"336","3DD.003DE66027",1,1,"Observation",1,"2022-04-19 19:54:34","2022-04-19 19:54:34",0,NA
"337","3DD.003DE66027",2,2,"Observation",4,"2022-04-19 19:55:00","2022-04-20 08:43:34",768.566666666667,0.433333333333333
"338","3DD.003DE66027",1,3,"Observation",1,"2022-04-20 08:45:23","2022-04-20 08:45:23",0,1.81666666666667
"339","3DD.003DE6602D",1,1,"Observation",1,"2022-04-17 19:53:03","2022-04-17 19:53:03",0,NA
"340","3DD.003DE6602D",2,2,"Observation",1,"2022-04-17 19:53:49","2022-04-17 19:53:49",0,0.766666666666667
"341","3DD.003DE66030",1,1,"Observation",1,"2022-04-11 20:51:53","2022-04-11 20:51:53",0,NA
"342","3DD.003DE66030",2,2,"Observation",1,"2022-04-11 20:52:11","2022-04-11 20:52:11",0,0.3
"343","3DD.003DE66031",1,1,"Observation",1,"2022-04-15 19:58:09","2022-04-15 19:58:09",0,NA
"344","3DD.003DE66031",2,2,"Observation",2,"2022-04-15 19:58:32","2022-04-17 00:52:36",1734.06666666667,0.383333333333333
"345","3DD.003DE66031",1,3,"Observation",1,"2022-04-17 00:58:29","2022-04-17 00:58:29",0,5.88333333333333
"346","3DD.003DE66036",1,1,"Observation",1,"2022-04-15 19:43:48","2022-04-15 19:43:48",0,NA
"347","3DD.003DE66036",2,2,"Observation",1,"2022-04-15 19:44:12","2022-04-15 19:44:12",0,0.4
"348","3DD.003DE66037",1,1,"Observation",1,"2022-04-20 20:21:03","2022-04-20 20:21:03",0,NA
"349","3DD.003DE66037",2,2,"Observation",1,"2022-04-20 20:21:24","2022-04-20 20:21:24",0,0.35
"350","3DD.003DE66039",1,1,"Observation",1,"2022-04-19 20:45:25","2022-04-19 20:45:25",0,NA
"351","3DD.003DE66039",2,2,"Observation",1,"2022-04-19 20:45:44","2022-04-19 20:45:44",0,0.316666666666667
"352","3DD.003DE66043",1,1,"Observation",1,"2022-04-18 19:47:39","2022-04-18 19:47:39",0,NA
"353","3DD.003DE66043",2,2,"Observation",1,"2022-04-18 19:48:02","2022-04-18 19:48:02",0,0.383333333333333
"354","3DD.003DE66178",1,1,"Observation",1,"2022-04-06 19:44:34","2022-04-06 19:44:34",0,NA
"355","3DD.003DE66178",2,2,"Observation",1,"2022-04-06 19:44:54","2022-04-06 19:44:54",0,0.333333333333333
"356","3DD.003DE66179",1,1,"Observation",1,"2022-04-07 23:01:26","2022-04-07 23:01:26",0,NA
"357","3DD.003DE66179",2,2,"Observation",4,"2022-04-07 23:01:53","2022-04-08 21:48:19",1366.43333333333,0.45
"358","3DD.003DE66179",1,3,"Observation",1,"2022-04-08 21:52:21","2022-04-08 21:52:21",0,4.03333333333333
"359","3DD.003DE6617A",1,1,"Observation",1,"2022-04-06 19:47:09","2022-04-06 19:47:09",0,NA
"360","3DD.003DE6617A",2,2,"Observation",1,"2022-04-06 19:47:29","2022-04-06 19:47:29",0,0.333333333333333
"361","3DD.003DE6617E",1,1,"Observation",1,"2022-04-06 20:08:20","2022-04-06 20:08:20",0,NA
"362","3DD.003DE6617F",1,1,"Observation",1,"2022-04-06 20:59:00","2022-04-06 20:59:00",0,NA
"363","3DD.003DE6617F",2,2,"Observation",1,"2022-04-06 20:59:17","2022-04-06 20:59:17",0,0.283333333333333
"364","3DD.003DE66180",1,1,"Observation",1,"2022-04-07 21:17:55","2022-04-07 21:17:55",0,NA
"365","3DD.003DE66180",2,2,"Observation",1,"2022-04-07 21:18:24","2022-04-07 21:18:24",0,0.483333333333333
"366","3DD.003DE66184",1,1,"Observation",1,"2022-04-24 22:28:27","2022-04-24 22:28:27",0,NA
"367","3DD.003DE66184",2,2,"Observation",2,"2022-04-24 22:28:45","2022-04-25 00:26:01",117.266666666667,0.3
"368","3DD.003DE66184",1,3,"Observation",1,"2022-04-25 00:29:49","2022-04-25 00:29:49",0,3.8
"369","3DD.003DE66185",1,1,"Observation",1,"2022-04-07 20:33:00","2022-04-07 20:33:00",0,NA
"370","3DD.003DE66185",2,2,"Observation",1,"2022-04-07 20:33:25","2022-04-07 20:33:25",0,0.416666666666667
"371","3DD.003DE66186",1,1,"Observation",1,"2022-04-07 22:24:48","2022-04-07 22:24:48",0,NA
